movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Kingpin ,0.075123153,0.29491525399999996,0.004391304,0.032304348,0.0203125,0.032799296,0.037552101000000004,0.025789898,0.046511628,0.036370823999999996,0.002210289,0.791666667,0.006218978000000001,0.688311688,0.078947368,0.008595989
I Know What You Did Last Summer ,0.17118226600000003,0.233898305,0.000565217,0.029608696,0.0703125,0.094962121,0.062482283,0.076567235,0.023255814,0.082625025,0.0013916570000000001,0.802083333,0.02919708,0.519480519,0.078947368,0.0
Wicker Park ,0.11945812800000001,0.284745763,0.005130435,0.00173913,0.000764063,0.016871615,0.02661563,0.00103391,0.0,0.058707254,0.002455878,0.875,0.000678832,0.7012987009999999,0.078947368,0.0
Shakespeare in Love ,0.163793103,0.315254237,0.004695652,0.010391304,0.0015625,0.131808561,0.10387220900000001,0.002573356,0.0,0.14844831,0.002046562,0.8125,0.0019270070000000001,0.727272727,0.078947368,0.0
Fatal Attraction ,0.11453202,0.301694915,0.00926087,0.010826087,0.001384375,0.20597549,0.032605833,0.0024956979999999998,0.0,0.039533505,0.001146067,0.697916667,0.0020145989999999997,0.688311688,0.045209177,0.008595989
Scary Movie 5 ,0.18719211800000002,0.19661016899999997,0.004,0.027652173999999998,0.0484375,0.042095842,0.029786496000000003,0.052257396,0.186046512,0.034789484,0.001637246,0.96875,0.006430656999999999,0.24675324699999998,0.045209177,0.037249284
The Santa Clause ,0.077586207,0.22711864399999998,0.000478261,0.025869565,0.001407813,0.190443277,0.03831138,0.004248320999999999,0.0,0.021743428,0.001800973,0.770833333,0.005656934000000001,0.623376623,0.045209177,0.0
Rugrats in Paris: The Movie ,0.049261084000000004,0.162711864,0.0,0.034173913,0.0015171879999999998,0.100592642,0.004817847,0.006893244000000001,0.0,0.009488041,0.002455878,0.833333333,0.006160584,0.5844155839999999,0.045209177,0.000518625
Megiddo: The Omega Code 2 ,0.020935961,0.250847458,0.002304348,0.025043477999999997,0.003125,0.007855945,0.001330367,0.006427299,0.0,0.021743428,0.001800973,0.84375,0.004343066,0.324675325,0.045209177,0.00045272199999999997
Kick-Ass ,0.549261084,0.29491525399999996,0.039347826,0.01673913,0.000864063,0.063172891,0.257941517,0.0035889940000000003,0.023255814,0.15813401900000001,0.002455878,0.9375,0.0035620440000000003,0.792207792,0.078947368,0.103151862
A Nightmare on Elm Street ,0.314039409,0.24067796600000002,0.0,0.024956522000000002,0.0625,0.034851597000000005,0.088343959,0.065351058,0.023255814,0.131844238,0.000147336,0.666666667,0.006218978000000001,0.7662337659999999,0.045209177,0.028653295
The Whole Nine Yards ,0.157635468,0.230508475,0.001565217,0.039130435,0.0203125,0.075295072,0.053480408,0.026772037000000002,0.093023256,0.062660605,0.001964699,0.833333333,0.01459854,0.662337662,0.045209177,0.0
One Night with the King ,0.043103447999999996,0.315254237,0.00026087,0.0036956520000000002,0.000845313,0.017608037,0.0034271159999999996,0.0013826079999999998,0.0,0.034789484,0.001637246,0.895833333,0.001817518,0.61038961,0.078947368,0.0
You Again ,0.11083743800000001,0.254237288,0.0043043479999999995,0.022521739,0.003125,0.033763901,0.024422417999999998,0.007328735,0.139534884,0.026685116000000002,0.001637246,0.9375,0.006846715,0.545454545,0.078947368,0.0
Hide and Seek ,0.22044335,0.24067796600000002,0.000913043,0.013782609,0.034375,0.06718884900000001,0.041544386,0.035521447000000005,0.0,0.08875271800000001,0.002455878,0.885416667,0.005927007,0.558441558,0.078947368,0.0
RocknRolla ,0.256157635,0.284745763,0.0,0.043478261,0.0421875,0.007487438000000001,0.11509570300000001,0.071481431,0.093023256,0.037754497000000005,0.00147352,0.916666667,0.131386861,0.74025974,0.078947368,0.034383954
The Quick and the Dead ,0.07635468,0.261016949,0.0,0.006913043000000001,0.0453125,0.024505241,0.040947851,0.045289540999999996,0.0,0.042498517,0.002619605,0.78125,0.00120438,0.623376623,0.045209177,0.0
The Fast and the Furious ,0.229064039,0.25762711899999996,0.015521739,0.17391304300000002,0.0359375,0.190021128,0.16110108,0.069019232,0.046511628,0.195097845,0.003110784,0.84375,0.102189781,0.662337662,0.078947368,0.040114613
Teenage Mutant Ninja Turtles III ,0.072660099,0.223728814,0.00034782599999999997,0.008652174,0.0008328130000000001,0.056094042000000004,0.014842945,0.001909461,0.0,0.016999407,0.0013916570000000001,0.760416667,0.00159854,0.415584416,0.045209177,0.00286533
Bad Grandpa ,0.192118227,0.244067797,0.003434783,0.001173913,0.001445313,0.134093249,0.045994133,0.0015501039999999998,0.0,0.031824471,0.00122793,0.96875,0.000277372,0.649350649,0.045209177,0.074498567
88 Minutes ,0.19334975399999998,0.26440678,0.002173913,0.021478261000000002,0.021875,0.022262452999999998,0.038835716,0.025462519,0.023255814,0.051591224000000005,0.002455878,0.90625,0.007116788000000001,0.558441558,0.078947368,0.0
Connie and Carla ,0.092364532,0.26440678,0.002347826,0.020130435,0.001228125,0.010590477,0.004043772,0.004156959,0.069767442,0.022929433,0.001637246,0.875,0.004138686,0.61038961,0.045209177,0.0026475640000000003
Triple 9 ,0.262315271,0.288135593,0.009304348,0.042086957,0.021875,0.016603088000000002,0.019270204,0.041438643,0.069767442,0.02075509,0.001637246,1.0,0.087591241,0.61038961,0.078947368,0.0
Bride of Chucky ,0.139162562,0.2,0.001347826,0.003086957,0.000445313,0.042562204000000006,0.023531758,0.0010156380000000001,0.0,0.057521249,0.002046562,0.8125,0.0005912409999999999,0.480519481,0.045209177,0.0
Monte Carlo ,0.11453202,0.26779661,0.000652174,0.015217391,0.0046875,0.03047859,0.019497455,0.006482116,0.069767442,0.008499703,0.001637246,0.947916667,0.005656934000000001,0.545454545,0.045209177,0.017191977
Hoodwinked! ,0.17364532,0.169491525,0.000826087,0.037130435,0.0171875,0.067131155,0.027160677999999997,0.021903979,0.023255814,0.048626210999999996,0.0014325879999999998,0.885416667,0.007145985,0.636363636,0.045209177,0.0
This Is the End ,0.5135467979999999,0.261016949,0.005782609,0.39130434799999997,0.0265625,0.133424433,0.183774728,0.059005984000000004,0.139534884,0.132041906,0.002619605,0.96875,0.08029197099999999,0.662337662,0.078947368,0.277936963
